case_id,expected_rule_id,expected_proof_state,expected_corrective_action,expected_human_review_flag,predicted_rule_id,predicted_proof_state,validated_proof_state,proof_state_confidence,supporting_evidence,missing_evidence,evidence_matrix_json,framework_corrective_action,framework_case_file_summary,human_review_flag,unsupported_claim_flag,legal_validation_passed,evidence_completeness_score,rule_match_flag,model_variant,output_version
CASE_0296,BAS_R01,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,BAS_R01,human_review_required,human_review_required,0.829,regulated item and controlled action; valid evidence quality,domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""unclear"",""missing_critical_field"":""no"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_0296: Basel-inspired case assessed as human review required based on regulated item and controlled action, valid evidence quality.",yes,no,yes,0.781,yes,EnvLex-Lite,v1.0
CASE_0297,STO_R02,no_violation,Close preliminary review; retain compliance record,no,STO_R02,no_violation,no_violation,0.832,valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""valid"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,CASE_0297: Stockholm-inspired case assessed as no violation based on valid evidence quality.,no,no,yes,0.874,yes,EnvLex-Lite,v1.0
CASE_0298,ROT_R02,probable_violation,Request missing support; issue provisional review notice; verify documents,no,ROT_R02,probable_violation,probable_violation,0.565,regulated item and controlled action; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""partial"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_0298: Rotterdam-inspired case assessed as probable violation based on regulated item and controlled action, domestic/permit mapping available.",no,no,yes,0.892,yes,EnvLex-Lite,v1.0
CASE_0299,MIN_R03,confirmed_violation,Stop release; submit verified lab report; provide mercury-waste record,no,MIN_R03,confirmed_violation,confirmed_violation,0.925,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Stop release; submit verified lab report; provide mercury-waste record,"CASE_0299: Minamata-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.97,yes,EnvLex-Lite,v1.0
CASE_0300,ROT_R02,probable_violation,Request missing support; issue provisional review notice; verify documents,no,ROT_R02,probable_violation,probable_violation,0.669,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_0300: Rotterdam-inspired case assessed as probable violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.936,yes,EnvLex-Lite,v1.0
CASE_0301,STO_R01,probable_violation,Request missing support; issue provisional review notice; verify documents,no,STO_R01,probable_violation,probable_violation,0.575,regulated item and controlled action; document gap; domestic/permit mapping available,complete required document; verified evidence-quality record,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""partial"",""domestic_mapping"":""yes"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_0301: Stockholm-inspired case assessed as probable violation based on regulated item and controlled action, document gap, domestic/permit mapping available.",no,no,yes,0.919,yes,EnvLex-Lite,v1.0
CASE_0302,MON_R02,confirmed_violation,Suspend ODS activity; provide license and quota compliance record,no,MON_R02,confirmed_violation,confirmed_violation,0.94,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend ODS activity; provide license and quota compliance record,"CASE_0302: Montreal-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.91,yes,EnvLex-Lite,v1.0
CASE_0303,MIN_R01,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,MIN_R01,human_review_required,human_review_required,0.854,regulated item and controlled action; threshold exceedance; valid evidence quality,domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""unclear"",""factual_breach"":""likely"",""evidence_quality"":""valid"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_0303: Minamata-inspired case assessed as human review required based on regulated item and controlled action, threshold exceedance, valid evidence quality.",yes,no,yes,0.744,yes,EnvLex-Lite,v1.0
CASE_0304,MON_R04,confirmed_violation,Suspend ODS activity; provide license and quota compliance record,no,MON_R04,confirmed_violation,confirmed_violation,0.879,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,complete required document,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Suspend ODS activity; provide license and quota compliance record,"CASE_0304: Montreal-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.903,yes,EnvLex-Lite,v1.0
CASE_0305,BAS_R01,confirmed_violation,Suspend movement; obtain consent; submit movement/disposal trail,no,BAS_R04,probable_violation,probable_violation,0.579,regulated item and controlled action; document gap; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Request missing support; issue provisional review notice; verify documents,"CASE_0305: Basel-inspired case assessed as probable violation based on regulated item and controlled action, document gap, valid evidence quality.",no,no,yes,0.952,no,EnvLex-Lite,v1.0
CASE_0306,MIN_R02,insufficient_evidence,Request additional evidence before enforcement classification,no,MIN_R02,insufficient_evidence,insufficient_evidence,0.825,regulated item and controlled action; threshold exceedance,complete required document; verified evidence-quality record; domestic mapping confirmation,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""missing"",""domestic_mapping"":""unclear"",""missing_critical_field"":""yes"",""structured_text_conflict"":""no""}",Request additional evidence before enforcement classification,"CASE_0306: Minamata-inspired case assessed as insufficient evidence based on regulated item and controlled action, threshold exceedance.",no,no,yes,0.856,yes,EnvLex-Lite,v1.0
CASE_0307,STO_R02,confirmed_violation,Verify exemption status; submit complete disposal/storage documentation,no,STO_R02,confirmed_violation,confirmed_violation,0.868,regulated item and controlled action; document gap; threshold exceedance; valid evidence quality; domestic/permit mapping available,none,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""yes"",""evidence_quality"":""valid"",""domestic_mapping"":""yes"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Verify exemption status; submit complete disposal/storage documentation,"CASE_0307: Stockholm-inspired case assessed as confirmed violation based on regulated item and controlled action, document gap, threshold exceedance.",no,no,yes,0.955,yes,EnvLex-Lite,v1.0
CASE_0308,STO_R01,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,STO_R01,human_review_required,human_review_required,0.573,regulated item and controlled action; threshold exceedance,verified evidence-quality record; domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""likely"",""evidence_quality"":""unverified"",""domestic_mapping"":""no"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,"CASE_0308: Stockholm-inspired case assessed as human review required based on regulated item and controlled action, threshold exceedance.",yes,no,yes,0.843,yes,EnvLex-Lite,v1.0
CASE_0309,ROT_R01,human_review_required,Escalate to human reviewer for legal and factual assessment,yes,ROT_R01,human_review_required,human_review_required,0.848,regulated item and controlled action,complete required document; verified evidence-quality record; domestic mapping confirmation; resolution of structured-text conflict,"{""rule_applicability"":""yes"",""obligation_exists"":""yes"",""factual_breach"":""unknown"",""evidence_quality"":""unverified"",""domestic_mapping"":""no"",""missing_critical_field"":""yes"",""structured_text_conflict"":""yes""}",Escalate to human reviewer for legal and factual assessment,CASE_0309: Rotterdam-inspired case assessed as human review required based on regulated item and controlled action.,yes,no,yes,0.868,yes,EnvLex-Lite,v1.0
CASE_0310,ROT_R03,no_violation,Close preliminary review; retain compliance record,no,ROT_R03,no_violation,no_violation,0.965,valid evidence quality,none,"{""rule_applicability"":""no"",""obligation_exists"":""yes"",""factual_breach"":""no"",""evidence_quality"":""verified"",""domestic_mapping"":""not_required"",""missing_critical_field"":""no"",""structured_text_conflict"":""no""}",Close preliminary review; retain compliance record,CASE_0310: Rotterdam-inspired case assessed as no violation based on valid evidence quality.,no,no,yes,0.86,yes,EnvLex-Lite,v1.0
