case_id,rule_family,candidate_rule_id,entity_type,material_type,action_type,is_regulated_item,is_controlled_action,required_document_status,exemption_status,observed_value,legal_limit,unit,exceedance_ratio,evidence_quality,domestic_mapping_available,prior_warning,repeat_event,inspection_text,normalized_text_length_words,missing_critical_field,structured_text_conflict,rule_applicability,obligation_exists,factual_breach_indicator,evidence_complete,case_complexity_score,rule_logic_type,public_record_flag,deidentified
CASE_0738,Stockholm-inspired,STO_R01,waste_handler,listed_POP,use,yes,no,valid,valid,246.3,466.5,kg,0.528,valid,yes,no,yes,Audit observation shows activity did not trigger violation condition. POP exemption and disposal status were examined.,16,no,no,no,yes,no,yes,0.39,exemption-based,deidentified_rule_mapped,yes
CASE_0739,Minamata-inspired,MIN_R03,chemical_exporter,mercury_sludge,storage,yes,yes,expired,not_applicable,0.0351,0.022,mg/L,1.595,verified,yes,yes,yes,Audit observation confirms breach indicators with supporting document gap. Mercury value and laboratory evidence were examined.,16,no,no,yes,yes,yes,yes,0.41,threshold-based,deidentified_rule_mapped,yes
CASE_0740,Minamata-inspired,MIN_R02,importer,mercury_waste,waste_handling,yes,yes,refused,not_applicable,0.0345,0.0291,mg/L,1.186,verified,yes,no,no,Audit observation confirms breach indicators with supporting document gap. Mercury value and laboratory evidence were examined.,16,no,no,yes,yes,yes,yes,0.55,threshold-based,deidentified_rule_mapped,yes
CASE_0741,Montreal-inspired,MON_R02,storage_operator,CFC_stock,production,yes,yes,missing,unclear,221.6,266.5,kg,0.832,unverified,yes,yes,yes,Officer remark reports missing record and unverified evidence quality. ODS license and quota evidence were examined.,16,yes,no,yes,yes,unknown,no,0.73,quota-based,deidentified_rule_mapped,yes
CASE_0742,Minamata-inspired,MIN_R05,chemical_exporter,mercury_air_emission,release,yes,yes,conflicting,conflicting,0.0583,0.0438,mg/L,1.331,unverified,yes,yes,no,Audit observation shows mixed evidence requiring human legal review. Mercury value and laboratory evidence were examined.,16,yes,yes,yes,unclear,likely,partial,0.79,threshold-based,deidentified_rule_mapped,yes
CASE_0743,Stockholm-inspired,STO_R01,chemical_exporter,listed_POP,use,yes,yes,unavailable,unclear,107.1,459.2,kg,0.233,missing,unclear,no,yes,Audit observation lacks enough support for a confirmed legal conclusion. POP exemption and disposal status were examined.,17,yes,no,yes,unclear,unknown,no,0.57,exemption-based,deidentified_rule_mapped,yes
CASE_0744,Montreal-inspired,MON_R03,industrial_facility,HCFC_batch,use,no,yes,available,not_applicable,38.2,125.8,kg,0.304,valid,not_required,no,no,Officer remark reports valid documentation and no threshold exceedance. ODS license and quota evidence were examined.,16,no,no,no,yes,no,yes,0.89,quota-based,deidentified_rule_mapped,yes
CASE_0745,Montreal-inspired,MON_R02,storage_operator,CFC_stock,production,yes,yes,valid,valid,48.6,266.5,kg,0.182,verified,not_required,yes,no,Audit observation shows activity did not trigger violation condition. ODS license and quota evidence were examined.,16,no,no,yes,yes,no,yes,0.9,quota-based,deidentified_rule_mapped,yes
CASE_0746,Minamata-inspired,MIN_R05,industrial_facility,mercury_air_emission,release,yes,yes,unclear,unclear,0.0381,0.0438,mg/L,0.87,valid,unclear,no,no,Officer remark contains ambiguous mapping and unclear exemption status. Mercury value and laboratory evidence were examined.,16,yes,yes,yes,unclear,unknown,partial,0.68,threshold-based,deidentified_rule_mapped,yes
CASE_0747,Montreal-inspired,MON_R03,chemical_exporter,HCFC_batch,use,yes,yes,unclear,not_applicable,234.4,125.8,kg,1.863,partial,yes,yes,no,Inspection note suggests likely breach but one supporting record remains incomplete. ODS license and quota evidence were examined.,18,yes,no,yes,yes,likely,partial,0.87,quota-based,deidentified_rule_mapped,yes
CASE_0748,Montreal-inspired,MON_R03,waste_handler,HCFC_batch,use,yes,yes,unclear,unclear,159.4,125.8,kg,1.267,unverified,yes,yes,yes,Inspection note is incomplete and critical evidence could not be verified. ODS license and quota evidence were examined.,18,yes,no,yes,unclear,unknown,no,0.46,quota-based,deidentified_rule_mapped,yes
CASE_0749,Montreal-inspired,MON_R01,industrial_facility,controlled_ODS,import,yes,yes,unavailable,not_recorded,875.6,719.3,kg,1.217,invalid,yes,no,yes,Inspection note is incomplete and critical evidence could not be verified. ODS license and quota evidence were examined.,18,yes,no,yes,yes,unknown,no,0.46,quota-based,deidentified_rule_mapped,yes
CASE_0750,Stockholm-inspired,STO_R02,industrial_facility,PCB_stock,storage,no,no,available,not_applicable,107.3,107.8,kg,0.995,verified,yes,yes,no,Inspection note confirms required record was available and no breach indicator was observed. POP exemption and disposal status were examined.,20,no,no,no,no,no,yes,0.41,exemption-based,deidentified_rule_mapped,yes
CASE_0751,Stockholm-inspired,STO_R02,storage_operator,PCB_stock,storage,yes,yes,unavailable,unclear,122.8,167,kg,0.735,missing,yes,yes,no,Officer remark reports missing record and unverified evidence quality. POP exemption and disposal status were examined.,16,yes,no,yes,unclear,unknown,no,0.94,exemption-based,deidentified_rule_mapped,yes
CASE_0752,Stockholm-inspired,STO_R03,importer,obsolete_pesticide_POP,disposal,yes,yes,missing,invalid,62.2,49,kg,1.269,valid,yes,yes,yes,Officer remark reports partial document trail and possible controlled activity. POP exemption and disposal status were examined.,17,no,no,yes,yes,likely,partial,0.39,exemption-based,deidentified_rule_mapped,yes
CASE_0753,Rotterdam-inspired,ROT_R01,importer,listed_pesticide,export,yes,yes,expired,not_applicable,714.8,1915.1,kg,0.373,valid,yes,no,no,Officer remark reports partial document trail and possible controlled activity. Export consent record was reviewed.,15,yes,no,yes,yes,likely,partial,0.68,consent-based,deidentified_rule_mapped,yes
CASE_0754,Montreal-inspired,MON_R05,chemical_exporter,refrigerant_stock,import,yes,yes,available,not_applicable,375.6,653.9,kg,0.574,valid,not_required,no,yes,Audit observation shows activity did not trigger violation condition. ODS license and quota evidence were examined.,16,no,no,yes,no,no,yes,0.83,quota-based,deidentified_rule_mapped,yes
CASE_0755,Montreal-inspired,MON_R01,storage_operator,controlled_ODS,import,yes,yes,missing,not_applicable,1163.8,719.3,kg,1.618,valid,yes,yes,no,Audit observation confirms breach indicators with supporting document gap. ODS license and quota evidence were examined.,16,no,no,yes,yes,yes,yes,0.34,quota-based,deidentified_rule_mapped,yes
CASE_0756,Stockholm-inspired,STO_R01,chemical_exporter,listed_POP,use,no,yes,available,valid,228.7,230.9,kg,0.99,verified,not_required,no,no,Officer remark reports valid documentation and no threshold exceedance. POP exemption and disposal status were examined.,16,no,no,no,yes,no,yes,0.52,exemption-based,deidentified_rule_mapped,yes
CASE_0757,Montreal-inspired,MON_R05,storage_operator,refrigerant_stock,import,yes,yes,refused,not_applicable,1128.2,653.9,kg,1.725,valid,yes,no,no,Inspection note states that required authorization was not produced during review. ODS license and quota evidence were examined.,18,no,no,yes,yes,yes,yes,0.71,quota-based,deidentified_rule_mapped,yes
CASE_0758,Rotterdam-inspired,ROT_R03,storage_operator,industrial_precursor,shipment,yes,yes,invalid,not_applicable,1436,2184.8,kg,0.657,verified,yes,no,yes,Inspection note states that required authorization was not produced during review. Export consent record was reviewed.,16,no,no,yes,yes,yes,yes,0.39,consent-based,deidentified_rule_mapped,yes
CASE_0759,Rotterdam-inspired,ROT_R02,storage_operator,hazardous_chemical,cross_border_sale,yes,yes,expired,not_applicable,2125.5,2475.4,kg,0.859,verified,yes,yes,yes,Officer remark indicates regulated activity continued despite missing consent evidence. Export consent record was reviewed.,15,no,no,yes,yes,yes,yes,0.52,consent-based,deidentified_rule_mapped,yes
CASE_0760,Basel-inspired,BAS_R05,waste_handler,spent_acid,movement,yes,yes,refused,not_applicable,527.9,926.8,kg,0.57,valid,yes,yes,no,Inspection note states that required authorization was not produced during review. Hazardous waste movement trail was checked.,17,no,no,yes,yes,yes,yes,0.46,document-based,deidentified_rule_mapped,yes
CASE_0761,Montreal-inspired,MON_R04,storage_operator,ODS_blend,sale,yes,yes,unavailable,not_recorded,126.1,146,kg,0.864,missing,unclear,no,yes,Audit observation lacks enough support for a confirmed legal conclusion. ODS license and quota evidence were examined.,17,yes,no,yes,yes,unknown,no,0.88,quota-based,deidentified_rule_mapped,yes
CASE_0762,Minamata-inspired,MIN_R04,storage_operator,mercury_contaminated_effluent,treatment,yes,yes,missing,not_applicable,0.0912,0.0423,mg/L,2.156,verified,yes,no,yes,Inspection note states that required authorization was not produced during review. Mercury value and laboratory evidence were examined.,18,no,no,yes,yes,yes,yes,0.87,threshold-based,deidentified_rule_mapped,yes
CASE_0763,Stockholm-inspired,STO_R02,importer,PCB_stock,storage,yes,yes,partial,unclear,410.8,478.9,kg,0.858,unverified,unclear,no,yes,Officer remark reports missing record and unverified evidence quality. POP exemption and disposal status were examined.,16,yes,no,yes,yes,unknown,no,0.83,exemption-based,deidentified_rule_mapped,yes
CASE_0764,Minamata-inspired,MIN_R05,waste_handler,mercury_air_emission,release,no,yes,valid,not_applicable,0.0088,0.0438,mg/L,0.201,verified,not_required,yes,no,Officer remark reports valid documentation and no threshold exceedance. Mercury value and laboratory evidence were examined.,16,no,no,no,yes,no,yes,0.52,threshold-based,deidentified_rule_mapped,yes
CASE_0765,Montreal-inspired,MON_R02,waste_handler,CFC_stock,production,yes,yes,unclear,not_applicable,449.9,266.5,kg,1.688,partial,yes,yes,no,Audit observation indicates probable non-compliance pending final evidence verification. ODS license and quota evidence were examined.,16,yes,no,yes,yes,likely,partial,0.78,quota-based,deidentified_rule_mapped,yes
CASE_0766,Basel-inspired,BAS_R05,industrial_facility,spent_acid,movement,yes,no,valid,valid,601,2799.3,kg,0.215,valid,not_required,no,no,Inspection note confirms required record was available and no breach indicator was observed. Hazardous waste movement trail was checked.,19,no,no,no,yes,no,yes,0.67,document-based,deidentified_rule_mapped,yes
CASE_0767,Minamata-inspired,MIN_R05,chemical_exporter,mercury_air_emission,release,yes,yes,expired,not_applicable,0.0686,0.0438,mg/L,1.566,valid,yes,yes,no,Inspection note states that required authorization was not produced during review. Mercury value and laboratory evidence were examined.,18,no,no,yes,yes,yes,yes,0.77,threshold-based,deidentified_rule_mapped,yes
CASE_0768,Basel-inspired,BAS_R01,storage_operator,hazardous_waste,movement,yes,yes,invalid,not_applicable,156,1505,kg,0.104,valid,yes,yes,no,Officer remark indicates regulated activity continued despite missing consent evidence. Hazardous waste movement trail was checked.,16,no,no,yes,yes,yes,yes,0.79,document-based,deidentified_rule_mapped,yes
CASE_0769,Minamata-inspired,MIN_R03,waste_handler,mercury_sludge,storage,yes,yes,partial,conflicting,0.0204,0.022,mg/L,0.927,valid,yes,no,yes,Inspection note conflicts with structured record and requires officer review. Mercury value and laboratory evidence were examined.,17,yes,yes,yes,yes,likely,partial,0.89,threshold-based,deidentified_rule_mapped,yes
CASE_0770,Basel-inspired,BAS_R04,industrial_facility,e_waste_residue,disposal_transfer,yes,yes,partial,not_recorded,246.6,1832.5,kg,0.135,partial,no,no,no,Audit observation shows mixed evidence requiring human legal review. Hazardous waste movement trail was checked.,15,no,yes,yes,yes,likely,partial,0.91,document-based,deidentified_rule_mapped,yes
CASE_0771,Montreal-inspired,MON_R02,storage_operator,CFC_stock,production,yes,yes,partial,not_recorded,321.2,266.5,kg,1.205,missing,yes,no,yes,Inspection note is incomplete and critical evidence could not be verified. ODS license and quota evidence were examined.,18,yes,no,yes,unclear,unknown,no,1.01,quota-based,deidentified_rule_mapped,yes
CASE_0772,Stockholm-inspired,STO_R05,chemical_exporter,restricted_flame_retardant,use,yes,yes,partial,not_recorded,119,478.5,kg,0.249,invalid,yes,yes,no,Officer remark reports missing record and unverified evidence quality. POP exemption and disposal status were examined.,16,yes,no,yes,unclear,unknown,no,0.78,exemption-based,deidentified_rule_mapped,yes
CASE_0773,Minamata-inspired,MIN_R04,chemical_exporter,mercury_contaminated_effluent,treatment,yes,no,available,valid,0.0271,0.0423,mg/L,0.641,verified,not_required,yes,yes,Inspection note confirms required record was available and no breach indicator was observed. Mercury value and laboratory evidence were examined.,20,no,no,no,yes,no,yes,0.69,threshold-based,deidentified_rule_mapped,yes
CASE_0774,Montreal-inspired,MON_R02,waste_handler,CFC_stock,production,yes,yes,partial,unclear,216.2,266.5,kg,0.811,invalid,yes,yes,no,Inspection note is incomplete and critical evidence could not be verified. ODS license and quota evidence were examined.,18,yes,no,yes,yes,unknown,no,1.01,quota-based,deidentified_rule_mapped,yes
CASE_0775,Montreal-inspired,MON_R03,storage_operator,HCFC_batch,use,no,yes,not_required,valid,73.7,125.8,kg,0.586,verified,not_required,yes,yes,Audit observation shows activity did not trigger violation condition. ODS license and quota evidence were examined.,16,no,no,no,yes,no,yes,0.55,quota-based,deidentified_rule_mapped,yes
CASE_0776,Montreal-inspired,MON_R02,waste_handler,CFC_stock,production,no,no,not_required,valid,177.4,266.5,kg,0.666,valid,not_required,no,yes,Audit observation shows activity did not trigger violation condition. ODS license and quota evidence were examined.,16,no,no,no,no,no,yes,0.31,quota-based,deidentified_rule_mapped,yes
CASE_0777,Basel-inspired,BAS_R01,chemical_exporter,hazardous_waste,movement,yes,yes,refused,not_applicable,5946.1,4774.8,kg,1.245,valid,yes,no,no,Inspection note states that required authorization was not produced during review. Hazardous waste movement trail was checked.,17,no,no,yes,yes,yes,yes,0.6,document-based,deidentified_rule_mapped,yes
CASE_0778,Rotterdam-inspired,ROT_R01,industrial_facility,listed_pesticide,export,yes,no,available,not_applicable,83.1,580.3,kg,0.143,verified,yes,no,yes,Inspection note confirms required record was available and no breach indicator was observed. Export consent record was reviewed.,18,no,no,no,no,no,yes,0.65,consent-based,deidentified_rule_mapped,yes
CASE_0779,Minamata-inspired,MIN_R05,importer,mercury_air_emission,release,yes,yes,unclear,not_applicable,0.0567,0.0438,mg/L,1.295,valid,yes,no,no,Audit observation indicates probable non-compliance pending final evidence verification. Mercury value and laboratory evidence were examined.,16,yes,no,yes,yes,likely,partial,0.3,threshold-based,deidentified_rule_mapped,yes
CASE_0780,Montreal-inspired,MON_R05,chemical_exporter,refrigerant_stock,import,yes,yes,not_required,not_applicable,269.2,653.9,kg,0.412,valid,yes,no,yes,Officer remark reports valid documentation and no threshold exceedance. ODS license and quota evidence were examined.,16,no,no,yes,no,no,yes,0.54,quota-based,deidentified_rule_mapped,yes
CASE_0781,Montreal-inspired,MON_R04,waste_handler,ODS_blend,sale,yes,yes,conflicting,not_recorded,119.4,146,kg,0.818,valid,yes,yes,no,Officer remark contains ambiguous mapping and unclear exemption status. ODS license and quota evidence were examined.,16,no,yes,yes,yes,likely,partial,0.93,quota-based,deidentified_rule_mapped,yes
